City,OGHG emissions
Qitaihe,267.2950387
Wanning,494.6596315
Sanya,3349.230235
Sanming,1214.173585
Sanmenxia,732.0218535
Shanghai,21220.24737
Shangrao,1275.39252
Dongfang,350.5267022
Dongguan,5677.970782
Dongying,860.142687
Zhongwei,372.5370422
Zhongshan,2337.861711
Linxia,292.3913201
Linfen,1411.548907
Linyi,2234.829453
Lincang,631.7046853
Lingao,207.5955928
Dandong,1157.015377
Lishui,288.221196
Lijiang,578.7046318
Ulanqab,520.0507574
Wuhai,895.4359147
Urumqi,28583.85924
Ledong,513.68864
Leshan,904.275509
Jiujiang,833.0964588
Yunfu,752.8267399
Wujiaqu,776.4133344
Wuzhishan,140.7979514
Bozhou,1254.264057
Xiantao,235.8499673
Yichun,389.2272879
Ili,4643.546466
Foshan,4500.548328
Jiamusi,829.3815405
Baoting,185.1363962
Baoding,3711.154581
Baoshan,786.9324694
Xinyang,1385.370403
Danzhou,906.6852873
Kizilsu,1129.964438
Karamay,2633.373295
Lu'an,757.6607637
Liupanshui,583.0189548
Lanzhou,4512.485217
Xingan,1660.311687
Neijiang,783.9705054
Liangshan,869.8569043
Baotou,2920.248699
Beijing,44526.29761
Beitun,356.2269164
Beihai,1341.056745
Shiyan,911.1604572
Nanjing,5446.551759
Nanchong,1379.395818
Nanning,4118.810774
Nanping,1582.01483
Nanchang,2119.185765
Nantong,3167.881323
Nanyang,1632.578927
Bortala,1263.873736
Xiamen,9182.297379
Shuanghe,0
Shuangyashan,439.5819382
Kekedala,0
Taizhou,1265.023351
Hefei,3295.118039
Ji'an,974.3729588
Jilin,1244.166323
Turpan,1039.427344
Lvliang,780.1490631
Wuzhong,487.5550456
Zhoukou,1420.176636
Hulunbuir,952.9778576
Hohhot,6567.325754
Hotan,1609.373019
Xianning,428.4440956
Xianyang,1287.270663
Hami,3339.698386
Harbin,7727.262213
Tangshan,1876.197223
Shangqiu,2124.800049
Shangluo,295.3793211
Kashgar,5774.45504
Jiaxing,1641.133936
Jiayuguan,548.6074463
Siping,455.4134323
Guyuan,154.0350173
Tumushuke,664.2002248
Tacheng,1857.127687
Daxing'anling,182.4707378
Datong,850.8074243
Daqing,1615.756794
Dali,1889.180723
Dalian,3045.078527
Tianshui,475.1119576
Tianjin,13161.65458
Tianmen,278.1778876
Taiyuan,3761.200184
Weihai,2225.340797
Loudi,742.0495608
Xiaogan,674.5734869
Ningde,1547.250035
Ningbo,3003.059519
Anqing,819.5462866
Ankang,539.2230193
Anyang,1911.703856
Anshun,663.9888292
Ding'an,146.3060905
Dingxi,530.6308325
Yibin,1367.337057
Yichang,1033.591289
Yichun,847.6954732
Baoji,851.6996967
Xuancheng,476.5008444
Suzhou,1048.880744
Suqian,1705.826336
Tunchang,112.744143
Shannan,574.7351561
Yueyang,703.253572
Chongzuo,537.7898608
Bazhong,867.5214302
Bayannur,2926.684577
Bayingolin,8878.417374
Changzhou,1884.374821
Changde,869.8003228
Pingliang,262.997471
Pingdingshan,871.8023734
Guangyuan,695.7510649
Guang'an,719.1311178
Guangzhou,10637.6517
Qingyang,265.8849198
Langfang,3256.560963
Yan'an,382.0688777
Yanbian,600.6933953
Kaifeng,1533.20027
Zhangjiakou,1476.353404
Zhangjiajie,303.0614691
Zhangye,615.3820545
Xuzhou,3453.661356
Dehong,726.4918974
Dezhou,717.7136007
Deyang,932.9774675
Xinzhou,805.8270194
Huaihua,841.2814084
Nujiang,138.1160077
Enshi,791.5096123
Huizhou,2841.292474
Chengdu,11733.73951
Yangzhou,1028.93402
Chengde,1523.499596
Fuzhou,693.0738772
Fushun,406.5814939
Lhasa,6323.066605
Jieyang,1227.622133
Panzhihua,984.2383932
Wenshan,600.2817203
Wenchang,491.3171716
Xinxiang,1951.404261
Xinyu,241.0669186
Wuxi,2709.298995
Shigatse,680.1440109
Rizhao,1357.446345
Kunming,8873.040097
Kunyu,157.9918616
Changji,5395.989569
Changjiang,229.1141829
Changdu,426.1627197
Zhaotong,855.9829074
Jinzhong,1035.133677
Jincheng,734.3241416
Pu'er,583.0416271
Jingdezhen,440.9746246
Qujing,1541.551734
Shuozhou,933.0522937
Chaoyang,1438.385807
Benxi,268.965801
Laibin,526.2951799
Hangzhou,4069.484547
Songyuan,517.8867229
Linzhi,746.9940111
Guoluo,27.08617822
Zaozhuang,1026.872738
Liuzhou,1780.085072
Zhuzhou,1107.241368
Guilin,1741.479471
Meizhou,1203.838954
Wuzhou,917.8193911
Chuxiong,852.5954988
Yulin,1510.283096
Wuwei,523.1125219
Wuhan,4526.051458
Bijie,846.8379702
Yongzhou,1341.325779
Hanzhong,640.9138528
Shantou,1758.053999
Shanwei,1128.669511
Jiangmen,1845.157171
Chizhou,297.9777269
Shenyang,3384.00315
Cangzhou,1878.672094
Hechi,777.2655224
Heyuan,1067.273084
Quanzhou,7276.418673
Tai'an,1205.332939
Taizhou,841.6523707
Luzhou,1228.807291
Luoyang,2967.073202
Jinan,3783.99166
Jining,1871.505024
Jiyuan,322.8164171
Haidong,355.645738
Haibei,62.04550549
Hainan,111.0732615
Haikou,5030.667838
Haixi,498.3855752
Zibo,1271.59888
Huaibei,535.5057344
Huainan,575.7286068
Huai'an,1389.146571
Shenzhen,14149.06669
Qingyuan,1211.270623
Wenzhou,1445.464762
Weinan,728.0836891
Huzhou,663.0788428
Xiangtan,570.7162701
Xiangxi,517.4769783
Zhanjiang,2960.030303
Chuzhou,778.6176448
Binzhou,787.5734631
Luohe,398.5444334
Zhangzhou,2639.175227
Weifang,2452.566841
Qianjiang,165.3870734
Chaozhou,1005.417788
Chengmai,572.5078637
Puyang,1479.797951
Yantai,3426.996697
Jiaozuo,1187.859851
Mudanjiang,797.3208053
Yulin,1033.514274
Yushu,0
Yuxi,1057.786343
Zhuhai,2432.745833
Qiongzhong,103.520173
Qionghai,552.5365779
Gannan,163.5338988
Ganzi,143.570614
Baicheng,439.0954789
Baishan,295.5952376
Baisha,85.2501004
Baiyin,574.1074247
Baise,720.0218557
Yiyang,597.2989387
Yancheng,1768.152277
Panjin,439.8600988
Meishan,950.793126
Shizuishan,395.2929749
Shijiazhuang,4105.263767
Shihezi,2473.106428
Shennongjia,34.98185361
Fuzhou,5371.159115
Qinhuangdao,1567.904392
Honghe,1534.146559
Shaoxing,1104.788055
Suihua,1154.956105
Mianyang,1705.850534
Liaocheng,903.6529917
Zhaoqing,1435.857098
Huyanghe,243.6240332
Zigong,849.6197046
Zhoushan,368.4689041
Wuhu,898.2387844
Suzhou,9227.966272
Maoming,2049.589533
Jingzhou,896.8275201
Jingmen,526.1183403
Putian,1624.328747
Heze,1799.405072
Pingxiang,377.8283508
Yingkou,569.468075
Huludao,570.8836659
Bengbu,624.0667584
Hengshui,800.6923229
Hengyang,1535.529009
Quzhou,277.3724929
Xiangyang,1033.6442
Xishuangbanna,1266.399982
Xining,2121.686771
Xi'an,5326.737084
Xuchang,1431.876791
Guigang,1015.235768
Guiyang,4304.174274
Hezhou,647.7665702
Ziyang,587.1360532
Ganzhou,3926.673415
Chifeng,987.7129299
Liaoyuan,244.7843096
Liaoyang,271.105031
Dazhou,1419.35014
Yuncheng,737.9480553
Lianyungang,1588.826319
Diqing,186.103106
Tonghua,457.4728206
Tongliao,546.8981825
Suining,757.1938745
Zunyi,1588.184543
Xingtai,1436.636839
Naqu,0.017241158
Handan,2027.295451
Shaoyang,1641.13429
Zhengzhou,11016.66389
Chenzhou,1251.494407
Ordos,2404.994301
Ezhou,217.8342205
Jiuquan,1260.228785
Chongqing,17567.74784
Jinhua,904.2344966
Jinchang,307.6392908
Qinzhou,884.2053133
Tieling,340.4068628
Tiemenguan,227.8532516
Tongren,786.1701156
Tongchuan,124.4736791
Tongling,300.8898875
Yinchuan,3075.643477
Xilin Gol,430.2146654
Jinzhou,590.6564579
Zhenjiang,935.9962855
Changchun,4406.912193
Changsha,4817.467711
Changzhi,749.1774186
Fuxin,335.5604491
Fuyang,1832.144629
Fangchenggang,786.0696435
Yangjiang,1072.771736
Yangquan,432.3422967
Aksu,3608.514404
Altai,1160.136987
Aba,92.62696355
Alxa,322.1746314
Alaer,1171.715525
Ali,740.9259105
Longnan,326.7919016
Lingshui,817.4203812
Suizhou,424.0843262
Ya'an,501.4140353
Qingdao,7171.630048
Anshan,1823.284363
Shaoguan,1152.860146
Ma'anshan,543.2797903
Zhumadian,853.3720633
Jixi,502.5064839
Hebi,529.7504887
Hegang,396.7583287
Yingtan,285.8348296
Huanggang,1062.302348
Huangnan,52.72112359
Huangshan,291.4428329
Huangshi,495.7456505
Heihe,478.4609009
Qiandongnan,1005.546475
Qiannan,997.8767522
Qianxinan,704.9953861
Qiqihar,1069.080048
Longyan,1241.240012
